COPT_LEMMA,POS 1,POS 2,FORMS,SENSES
ⲙⲟⲩⲕϩ ,['5'],[],"['ⲙⲁⲭ', 'ⲙⲁⲭϩ', 'ⲙⲁⲭϩⲟⲩ', 'ⲙⲁⲕϩⲟⲩ', 'ⲙⲁⲭϩⲥ', 'ⲙⲁⲕϩⲥ', 'ⲙⲁⲭϩϥ', 'ⲙⲁⲕϩϥ', 'ⲙⲁⲭϩⲕ', 'ⲙⲁⲕϩⲕ', 'ⲙⲁⲕϩ', 'ⲙⲟⲩⲕϩ']","[' ""afflict, oppress""']"
ⲙⲡϣⲁ ,['5'],[],['ⲙⲡϣⲁ'],"[' ""be worthy""']"
ⲙⲡϣⲁ ,['8'],[],['ⲙⲡϣⲁ'],"[' ""greatly, very""']"
ⲧⲁⲉⲓⲟ ,['5'],[],"['ⲧⲁⲓⲁⲩ', 'ⲧⲁⲓⲁⲥ', 'ⲧⲁⲓⲧ', 'ⲧⲁⲓⲁⲛ', 'ⲧⲁⲉⲓⲁⲓⲧ', 'ⲧⲁⲓⲁⲓⲧ', 'ⲧⲁⲉⲓⲁⲛ', 'ⲧⲁⲓⲁϥ', 'ⲧⲁⲓⲏⲟⲩ', 'ⲧⲁⲉⲓⲏⲟⲩ', 'ⲙⲁⲧⲁⲉⲓⲁϥ', 'ⲙⲁⲧⲁⲉⲓⲁⲩ', 'ⲙⲁⲧⲁⲉⲓⲁⲥ', 'ⲧⲁⲓⲟ', 'ⲧⲁⲉⲓⲁϥ', 'ⲧⲁⲉⲓⲁⲩ', 'ⲧⲁⲉⲓⲁⲥ', 'ⲧⲁⲉⲓⲁⲕ', 'ⲧⲁⲓⲁⲕ', 'ⲧⲁⲓⲁⲉⲓⲧ', 'ⲧⲁⲉⲓⲁⲉⲓⲧ', 'ⲧⲁⲓⲁⲓ', 'ⲧⲁⲓⲁⲉⲓ', 'ⲙⲁⲧⲁⲉⲓⲟ', 'ⲧⲁⲉⲓⲟ']","[' ""honour""']"
ⲙⲟⲩⲧⲛⲉ (*) ,['5'],[],"['ⲙⲁⲧⲛⲟⲩ', 'ⲙⲁⲧⲛⲉⲥ', 'ⲙⲁⲧⲛⲉϥ', 'ⲙⲁⲧⲛⲉ', 'ⲙⲟⲩⲧⲛⲉ']","[' ""set at rest""']"
ⲙⲉⲉϫⲉ ,['1'],[],"['ⲙⲉϫⲉ', 'ⲙⲉⲉϫⲉ']","[' ""ear""']"
ⲛⲁⲉ ,['5'],[],['ⲛⲁⲉ'],"[' ""have mercy""']"
ⲛⲁⲏⲧ ,['1'],[],['ⲛⲁⲏⲧ'],"[' ""merciful""']"
ⲙⲁϩⲉ ,['5'],[],"['ⲙⲁⲁϩⲉ', 'ⲙⲁϩⲉ']","[' ""walk, go""']"
ⲙⲁϩⲉ ,['1'],[],['ⲙⲁϩⲉ'],"[' ""ell, cubit""']"
ⲙⲁϩⲉ ,['1'],[],['ⲙⲁϩⲉ'],"[' ""flax""']"
ⲛⲕⲁⲧⲉ ,['5'],[],['ⲛⲕⲁⲧⲉ'],"[' ""sleep""']"
ⲛⲟⲩⲛ ,['1'],[],['ⲛⲟⲩⲛ'],"[' ""abyss""']"
ⲛⲁⳉⲧⲉ ,['1'],[],['ⲛⲁⳉⲧⲉ'],"[' ""protection""']"
ⲛⲟⲩϩⲙⲉ ,['5'],[],"['ⲛⲁϩⲙϥ', 'ⲛⲁϩⲙⲥ', 'ⲛⲁϩⲙⲛⲉ', 'ⲛⲁϩⲙⲛ', 'ⲛⲁϩⲙⲉϥ', 'ⲛⲁϩⲙⲉⲧ', 'ⲛⲁϩⲙⲉⲥ', 'ⲛⲁϩⲙⲟⲩ', 'ⲛⲁϩⲙⲉⲕ', 'ⲛⲁϩⲙⲉ', 'ⲛⲟⲩϩⲙⲉ']","[' ""save""']"
ⲛⲁϩⲧⲉ ,['5'],[],"['ⲛϩⲟⲩⲧⲥ', 'ⲛϩⲟⲩⲧ', 'ⲛϩⲟⲩⲧⲕ', 'ⲛϩⲟⲩⲧϥ', 'ⲛϩⲟⲩⲧⲟⲩ', 'ⲛϩⲁⲧ', 'ⲛⲁϩⲧⲉ']","[' ""trust, believe""']"
ⲛⲁϭⲛⲉϭ ,['5'],[],"['ⲛⲉϭⲛⲟⲩϭⲧ', 'ⲛⲉϭⲛⲟⲩϭⲕ', 'ⲛⲉϭⲛⲟⲩϭϥ', 'ⲛⲉϭⲛⲟⲩϭⲥ', 'ⲛⲉϭⲛⲟⲩϭⲟⲩ', 'ⲛⲁϭⲛϭ', 'ⲛⲁϭⲛⲉϭ']","[' ""mock""']"
ⲣⲙⲙⲁⲟ ,['1'],[],"['ⲣⲙⲙⲁⲁⲉⲓ', 'ⲣⲙⲙⲁⲁⲓ', 'ⲣⲙⲙⲁⲟ']","[' ""rich""']"
ⲣⲁⲙⲡⲉ ,['1'],[],"['ⲣⲙⲡⲉ', 'ⲣⲙⲡⲉⲟⲩⲉ', 'ⲣⲙⲡ', 'ⲣⲙⲡⲉⲩⲉ', 'ⲣⲁⲙⲡⲉ']","[' ""year""']"
ⲣⲟ] ⲣⲱ⸗ ,['1'],[],"['ⲣⲱⲧⲛⲉ', 'ⲣⲱⲩ', 'ⲣⲟⲟⲩ', 'ⲣⲱϥ', 'ⲣⲱⲟⲩ', 'ⲣⲱⲥ', 'ⲣⲱⲛ', 'ⲣⲱⲕ', 'ⲣⲱⲓ', 'ⲣⲱⲉⲓ', 'ⲣⲟ', 'ⲣⲟⲩ', 'ⲣⲱ']","[' ""mouth""']"
ⲣⲟⲩ ,['6'],[' (particle)'],"['ⲣⲟⲩ', 'ⲣⲱ']",[]
ⲥⲁⲃⲉ ,['1'],[],"['ⲥⲁⲃⲉⲩⲉ', 'ⲥⲁⲃⲉⲟⲩⲉ', 'ⲥⲁⲃⲉⲉⲩⲉ', 'ⲥⲁⲃⲉⲉⲩ', 'ⲥⲁⲃⲏ', 'ⲥⲁⲃⲉ']","[' ""wise, sage""']"
ⲥⲗⲁϭⲗⲉϭ ,['5'],[],"['ⲥⲗⲉϭⲗⲁϭⲧ', 'ⲥⲗⲁϭⲗⲉϭ']","[' ""make smooth""']"
ⲥⲙⲓⲛⲉ ,['5'],[],"['ⲥⲙⲛⲧϥ', 'ⲥⲙⲛⲧⲥ', 'ⲥⲙⲁⲛⲧ', 'ⲥⲙⲛⲧⲟⲩ', 'ⲥⲙⲓⲛⲉ', 'ⲥⲙⲛ']","[' ""install, set right""']"
ⲥⲁϩⲟⲩⲉ ,['5'],[],"['ⲥⲁⲟⲩϩⲉ', 'ⲥϩⲟⲩⲱⲣⲧ', 'ⲥϩⲟⲩⲱⲣⲛ', 'ⲥϩⲟⲩⲱⲣⲕ', 'ⲥϩⲟⲩⲱⲣ', 'ⲥϩⲟⲩⲱⲣⲟⲩ', 'ⲥϩⲟⲩⲱⲣⲥ', 'ⲥϩⲟⲩⲱⲣϥ', 'ⲥϩⲟⲩⲁⲣⲧ', 'ⲥⲁϩⲟⲩⲉ', 'ⲥⲁϩⲟⲩ']","[' ""curse""']"
ⲧⲗϭⲟ ,['5'],[],"['ⲧⲗϭⲉ', 'ⲧⲗϭⲁⲛ', 'ⲧⲗϭⲁⲕ', 'ⲧⲗϭⲁⲉⲓ', 'ⲧⲁⲗϭⲉ', 'ⲧⲗϭⲁϥ', 'ⲧⲗϭⲁⲩ', 'ⲧⲗϭⲁⲥ', 'ⲧⲗϭⲁⲓ', 'ⲧⲗϭⲟ']","[' ""heal""']"
ⲟⲩⲁⲉⲓ ,['1'],[],"['~ⲁⲉⲓ', 'ⲟⲩⲁⲉⲓⲉ', 'ⲛⲟⲩⲁⲉⲓ', 'ⲛⲟⲩⲁⲓ', 'ⲟⲩⲁⲓ', 'ⲟⲩⲁⲉⲓ']","[' ""rush, course""']"
ⲟⲩⲁⲉⲓ ,['14'],[],"['ⲟⲩⲁⲓ', 'ⲟⲩⲁⲉⲓ']","[' ""woe!""']"
ⲟⲩⲛⲉⲙ ,['1'],[],['ⲟⲩⲛⲉⲙ'],"[' ""right (hand)""']"
ⲟⲩⲁⳉⲣⲉ ,['5'],[],['ⲟⲩⲁⳉⲣⲉ'],"[' ""cease, fail""']"
ⲟⲩⲇⲉ / ⲟⲩⲧⲉ,['37'],[],"['ⲟⲩⲧⲉ', 'ⲟⲩⲇⲉ']",[]
"ⲟⲩⲧⲉ-, ⲟⲩⲧⲱ⸗",['8'],[],"['ⲟⲩⲧⲱϥ', 'ⲟⲩⲧⲱⲟⲩ', 'ⲟⲩⲧⲱⲥ', 'ⲟⲩⲧⲱⲛ', 'ⲟⲩⲧⲱⲕ', 'ⲟⲩⲧⲱⲉⲓ', 'ⲟⲩⲧⲉ']",[]
ⲱⲛⲉ ,['1'],[],['ⲱⲛⲉ'],"[' ""stone""']"
ⲱϫⲛⲉ ,['5'],[],"['ⲁϫⲛⲉϥ', 'ⲁϫⲛⲉⲥ', 'ⲁϫⲛⲟⲩ', 'ⲱϫⲛⲉ']","[' ""make perish, destroy""']"
ϣⲙⲙⲟ ,['1'],[],"['ϣⲙⲙⲟⲩ', 'ϣⲙⲙⲁⲉⲓ', 'ϣⲙⲙⲁⲓ', 'ϣⲙⲙⲱ', 'ϣⲙⲙⲟ']","[' ""stranger""']"
ϣⲱⲥⲙⲉ ,['5'],[],['ϣⲱⲥⲙⲉ'],"[' ""(be) faint""']"
ϣⲟⲩⲟⲩⲧ ,['5'],[],"['ϣⲁⲧ', 'ϣⲁⲁⲧϥ', 'ϣⲁⲁⲧⲥ', 'ϣⲁⲁⲧⲟⲩ', 'ϣⲟⲩⲟⲩⲧ', 'ϣⲟⲩⲧ', 'ϣⲁⲁⲧ', 'ϣⲁⲧⲥ', 'ϣⲁⲧⲛ', 'ϣⲁⲧⲕ', 'ϣⲁⲧⲟⲩ', 'ϣⲁⲧⲉ', 'ϣⲁⲧϥ']","[' ""cut""']"
ϣⲟⲩⲟ ,['5'],[],"['ϣⲟⲩⲟⲟⲩ', 'ϣⲟⲩⲱϥ', 'ϣⲟⲩⲱⲟⲩ', 'ϣⲟⲩⲱⲥ', 'ϣⲟⲩⲓⲧ', 'ϣⲟⲩⲉⲓⲧ', 'ϣⲟⲩⲟ', 'ϣⲟⲩⲉ']","[' ""pour, discharge, empty""']"
ϣⲱϫⲡ ,['5'],[],"['ϣⲁϫⲡ', 'ϣⲱϫⲡ']","[' ""leave over, behind""']"
ⳉⲃⲏⲣ ,['1'],[],"['ⳉⲃⲉⲉⲣⲉ', 'ⳉⲃⲉⲣⲉ', 'ⳉⲃⲉⲉⲣ', 'ⳉⲃⲣ', 'ⳉⲃⲏⲣ']","[' ""friend""']"
ⳉⲛⲁⲛ ,['5'],[],"['ⳉⲛⲁⲛ', 'ⳉⲏⲛ']","[' ""approach, be near""']"
ⳉⲁⲧⳉⲧ ,['5'],[],"['ⳉⲧⳉⲱⲧϥ', 'ⳉⲧⳉⲱⲧⲥ', 'ⳉⲧⳉⲱⲧⲟⲩ', 'ⳉⲁⲧⳉⲧ']","[' ""examine""']"
"ⳉⲁϩⲧⲉ-, ⳉⲁϩⲧⲏ⸗",['8'],[],"['ⳉⲁϩⲧⲙ', 'ⳉⲁⲧⲏⲩ', 'ⳉⲁⲧⲏⲥ', 'ⳉⲁⲧⲏϥ', 'ⳉⲁϩⲧⲏⲟⲩ', 'ⳉⲁⲧⲉ', 'ⳉⲁϩⲧⲏϥ', 'ⳉⲁⳉⲧⲏⲟⲩ', 'ⳉⲁϩⲧⲏⲥ', 'ⳉⲁϩⲧⲛ', 'ⳉⲁϩⲧⲏⲛ', 'ⳉⲁϩⲧⲏⲕ', 'ⳉⲁϩⲧⲏⲓ', 'ⳉⲁϩⲧⲏⲉⲓ', 'ⳉⲁϩⲧⲉ', 'ⳉⲁⲧⲏⲟⲩ']",[]
ϩⲱⲃ ,['1'],[],"['~ⲱⲃ', 'ϩⲱϥ', 'ϩⲃⲏⲩⲉ', 'ϩⲃⲏⲟⲩⲉ', 'ϩⲱⲃ']","[' ""thing (done)""']"
ϩⲙⲉⲥ(ⲧ) ,['5'],[],"['ϩⲙⲉⲥⲧ', 'ϩⲙⲁⲥⲧ', 'ϩⲙⲉⲥ', 'ϩⲙⲁⲥ']","[' ""sit down""']"
"ϩⲓⲧⲛ-, ϩⲓⲧⲟⲟⲧ⸗",['8'],[],"['ϩⲓⲧⲟⲧϥ', 'ϩⲓⲧⲟⲧⲥ', 'ϩⲓⲧⲉ', 'ϩⲓⲧⲟⲟⲧⲉ', 'ϩⲓⲧⲙ', 'ϩⲓⲧⲟⲧ', 'ϩⲓⲧⲟⲟⲧⲟⲩ', 'ϩⲓⲧⲟⲟⲧϥ', 'ϩⲓⲧⲟⲟⲧⲥ', 'ϩⲓⲧⲟⲟⲧⲛⲉ', 'ϩⲓⲧⲟⲟⲧⲕ', 'ϩⲓⲧⲟⲟⲧ', 'ϩⲓⲧⲛ']",[]
ϫⲉⲕⲁⲁⲥ ,['7'],[],"['ϫⲉⲕⲁⲥⲉ', 'ϫⲉⲕⲁⲁⲥ']","[' ""in order that""']"
ϫⲣⲁⲡ ,['1'],[],['ϫⲣⲁⲡ'],"[' ""obstacle, impediment""']"
ϫⲓⲥⲉ ,['5'],[],"['ϫⲉⲓⲥⲉ', '~ϣⲓⲥⲉ', 'ϫⲉⲥⲧⲛ', 'ϫⲉⲥⲧⲉ', 'ϫⲉⲥⲧϥ', 'ϫⲉⲥⲧⲥ', 'ϫⲉⲥⲧⲟⲩ', 'ϫⲉⲥⲧⲕ', 'ϫⲉⲥⲧ', 'ϫⲓⲥⲉ', 'ϫⲁⲥⲓ', 'ϫⲁⲥⲉ']","[' ""raise, exalt""']"
ϫⲁϫⲉ ,['1'],[],"['ϫⲓϫⲉⲩⲉ', 'ϫⲓϫⲉⲟⲩⲉ', 'ϫⲁϫⲉ']","[' ""enemy""']"
ϭⲃⲓⲣ ,['1'],[],['ϭⲃⲓⲣ'],"[' ""left (hand)""']"
ϭⲁⲉⲓⲗⲉ ,['5'],[],"['ϭⲁⲗⲟ', 'ϭⲁⲗⲓⲧ', 'ϭⲁⲓⲗⲉ', 'ϭⲁⲉⲓⲗⲉ']","[' ""lodge, dwell""']"
ϭⲁⲉⲓⲗⲉ (*) ,['5'],[],"['ϭⲁⲗⲟ', 'ϭⲁⲗⲓⲧ', 'ϭⲁⲓⲗⲉ', 'ϭⲁⲉⲓⲗⲉ']","[' ""deposit, entrust""']"
ϭⲁⲙ ,['1'],[],['ϭⲁⲙ'],"[' ""power""']"
ϭⲱⲟⲩϭ ,['5'],[],"['ϭⲟⲟⲩϭ', 'ϭⲱⲟⲩϭ', 'ϭⲁⲩϭ']","[' ""bend, crook""']"
ⲱⲛⳉ (*) ,['5'],[],"['ⲁⲛⳉ', 'ⲱⲛⳉ']","[' ""be dazed, dumb""']"
ⲛⲁ ,['5'],[],"['ⲛⲛⲁ', 'ⲛⲁⲉ', 'ⲛⲁ']","[' ""be going""']"
ⲟⲩⲟⲩ ,['5'],[],"['ⲩⲟⲩ', 'ⲟⲩⲟⲩ', 'ⲉⲉⲧ', 'ⲉⲧ', 'ⲟⲩ']","[' ""conceive (child)""']"
ϫⲟⲩ] ϫⲉ- ,['5'],[' (compounds)'],"['ⲇⲓ', 'ϫⲉⲓ', 'ϫⲉ', 'ϫⲓ']",[]
"ϯ, ϯⲧⲱⲛ ",['5'],[],"['ϯⲧⲱⲛ', 'ϯ']","[' ""fight""']"
ⲃⲗⲗⲉ ,['1'],[],"['ⲃⲗⲗⲉⲉⲩ', 'ⲃⲗⲗⲉⲉⲩⲉ', 'ⲃⲗⲗⲉⲟⲩⲉ', 'ⲃⲗⲗⲉ']","[' ""blind""']"
ⲉϣⲱⲧ ,['1'],[],"['ϣⲱⲧ', 'ⲉϣⲁⲧⲉ', 'ⲉϣⲱⲧ']","[' ""merchant""']"
ⲕⲣⲟ ,['1'],[],"['~ⲣⲟ', 'ⲕⲣⲱⲟⲩ', 'ⲕⲣⲟ']","[' ""bank, shore""']"
ⲙⲕⲁϩ ,['5'],[],['ⲙⲕⲁϩ'],"[' ""be in pain, grieved""']"
ⲙⲕⲁϩ nn. ,['1'],[],"['ⲙⲕⲟⲟϩ', 'ⲙⲕⲁϩ']","[' ""pain""']"
ⲛⲧⲏϭ ,['1'],[],"['ⲛⲧⲉϭⲉ', 'ⲛⲧⲏϭ']","[' ""herb, weed""']"
ⲣⲙⲓ̈ⲉⲓ ,['1'],[],"['ⲣⲙⲙⲓⲉⲩⲉ', 'ⲣⲙⲓⲉⲩⲉ', 'ⲣⲙⲓⲉⲓ']","[' ""tear, weeping""']"
ⲣⲙϩⲉ ,['1'],[],"['ⲣⲙϩⲉⲩⲉ', 'ⲣⲙϩⲉ']","[' ""free""']"
ⲥⲙⲁⲧ ,['1'],[],"['ⲥⲙⲟⲟⲧ', 'ⲥⲙⲁⲧ']","[' ""form, pattern""']"
ⲥⲁⲛ ,['1'],[],"['ⲥⲱⲛⲉ', 'ⲥⲛⲏⲟⲩ', 'ⲥⲛⲏⲩ', 'ⲥⲁⲛ']","[' ""sibling""']"
ⲥⲉϭⲉ ,['1'],[],"['ⲥⲉϭⲉⲟⲩⲉ', 'ⲥⲉϭⲓ', 'ⲥⲉϭⲉ']","[' ""fool""']"
ϣⲃⲃⲓⲟⲩ ,['1'],[],"['ϣⲃⲃⲓⲟⲩ', 'ϣⲃⲃⲉⲓⲟⲩ', 'ϣⲃⲃⲓⲁⲟⲩⲉ', 'ϣⲃⲃⲓⲁⲩⲉ']","[' ""requital, recompense""']"
ⲧⲃⲛⲓ ,['1'],[],"['ⲧⲃⲛⲓ', 'ⲧⲃⲛⲉⲩⲉ', 'ⲧⲃⲛⲉⲟⲩⲉ']","[' ""beast""']"
ϩⲃⲥⲟⲩ ,['1'],[],"['ϩⲃⲥⲁⲩⲉ', 'ϩⲃⲥⲁⲟⲩⲉ', 'ϩⲃⲥⲟⲩ']","[' ""garment""']"
ϩⲁⲓ̈ⲙⲉ ,['1'],[],"['ϩⲙⲁⲓⲉ', 'ϩⲁⲓⲙⲉ', 'ϩⲁⲉⲓⲙⲉ', 'ϩⲓⲙⲉⲩⲉ', 'ϩⲓⲙⲉⲉⲩ']","[' ""wave""']"
ⳉⲗⲗⲟ ,['1'],[],"['ⳉⲗⲗⲱ', 'ⳉⲗⲗⲟ', 'ⳉⲗⲗⲁⲓ', 'ⳉⲗⲗⲁⲉⲓ', 'ⳉⲗⲗⲟⲩ']","[' ""old person""']"
ϩⲁⲕ (*) ,['1'],[],"['ϩⲓⲕ', 'ϩⲁⲕ']","[' ""sober""']"
ϩⲓⲕ ,['1'],[],['ϩⲓⲕ'],"[' ""magic""']"
ϩⲧⲟ ,['1'],[],"['ϩⲧⲉ', 'ϩⲧⲟⲩⲣⲉⲩⲉ', 'ϩⲧⲱⲣ', 'ϩⲧⲱ', 'ϩⲧⲟ', 'ⲧⲟ', 'ⲧⲱ']","[' ""horse""']"
ϫⲁⲓ̈ ,['1'],[],"['ⲭⲁⲓ', 'ⲉϫⲏⲟⲩ', 'ϫⲁⲓ', 'ϫⲁⲉⲓ']","[' ""ship""']"
ⳉⲣⲁⲩ ,['1'],[],['ⳉⲣⲁⲩ'],"[' ""sound, noise""']"
ϫⲟⲩⲟⲩⲙⲉ ,['1'],[],"['ϫⲟⲩⲙⲉ', 'ϫⲟⲩⲟⲩⲙⲉ', 'ϫⲙⲉ']","[' ""book""']"
ϫⲱⲙ ,['1'],[],['ϫⲱⲙ'],"[' ""generation""']"
ⲥⲁ ,['1'],[],"['ⲥⲁⲙ', 'ⲥⲁ', 'ⲥⲁ', 'ⲥⲁⲛ', 'ⲥⲉ']","[' ""side, part""']"
ⲥⲁ,['9'],[' (adverbial)'],"['ⲥⲁⲙ', 'ⲥⲁ', 'ⲥⲁⲛ']",[]
ⲇⲱⲣⲟⲛ,['31'],[],[],[]
ⲧⲣⲩⲫⲏ,['31'],[],[],[]
ⲡⲏⲅⲏ,['31'],[],[],[]
ϩⲓⲛⲏⲃ ,['5'],[],"['~ⲓⲛⲏⲃ', 'ϩⲓⲛⲏⲃ']","[' ""sleep""']"
ⲃⲉⲗ ,['1'],[],['ⲃⲉⲗ'],"[' ""eye""']"
ⲃⲱϩⲉ ,['1'],[],['ⲃⲱϩⲉ'],"[' ""eyelid""']"
ⲥⲡⲁⲧⲟⲩ ,['1'],[],['ⲥⲡⲁⲧⲟⲩ'],"[' ""lips""']"
ⲥⲁⲁⲛⳉ ,['5'],[],"['ⲥⲁⲛⲉⳉ', 'ⲥⲁⲁⲛⲉⳉ', 'ⲥⲁⲛⲟⲩⳉⲧ', 'ⲥⲁⲛⲟⲩⳉⲟⲩ', 'ⲥⲁⲛⲟⲩⳉⲥ', 'ⲥⲁⲛⲟⲩⳉϥ', 'ⲥⲁⲛⲁⳉⲧ', 'ⲥⲁⲛⳉ', 'ⲥⲁⲁⲛⳉ']","[' ""nourish""']"
ⲧⲁⲗⲟ ,['5'],[],"['ⲧⲁⲗⲁⲛ', 'ⲧⲁⲗⲁⲕ', 'ⲧⲁⲗⲁⲓ', 'ⲧⲁⲗⲁⲉⲓ', 'ⲧⲉⲗⲁϥ', 'ⲧⲁⲗⲁϥ', 'ⲧⲉⲗⲁⲩ', 'ⲧⲁⲗⲁⲩ', 'ⲧⲉⲗⲁⲥ', 'ⲧⲁⲗⲁⲥ', 'ⲧⲁⲗⲁⲓⲧ', 'ⲧⲁⲗⲁⲉⲓⲧ', 'ⲧⲁⲗⲏⲟⲩ', 'ⲧⲉⲗⲟ', 'ⲧⲁⲗⲉ', 'ⲧⲁⲗⲟ']","[' ""lift, mount""']"
ⲧⲁⲡⲣⲟ ,['1'],[],['ⲧⲁⲡⲣⲟ'],"[' ""mouth""']"
ⲧⲁⲣⲉ- ,['13'],[' (Caus. Conjunctive)'],"['ⲧⲁⲣⲓ', 'ⲧⲁⲣⲉϥ', 'ⲧⲁⲣⲟⲩ', 'ⲧⲁⲣⲉⲧⲉⲧⲛ', 'ⲧⲁⲣⲉⲥ', 'ⲧⲁⲣⲛ', 'ⲧⲁⲣⲉⲕ', 'ⲧⲁⲣⲉ', 'ⲧⲁ']",[]
ϯⳉⲉ ,['5'],[],"['ⲧⲁⳉⲉ', 'ϯⳉⲉ']","[' ""be drunken""']"
ⲟⲩⲁⲉⲓⲛⲉ ,['1'],[],"['~ⲁⲓⲛⲉ', '~ⲁⲉⲓⲛⲉ', 'ⲟⲩⲁⲓⲛⲉ', 'ⲟⲩⲁⲉⲓⲛⲉ']","[' ""light""']"
ϣⲓⲃⲉ ,['5'],[],"['ϣⲃⲧϥ', 'ϣⲃⲧⲥ', 'ϣⲃⲧⲕ', 'ϣⲃⲧⲟⲩ', 'ϣⲁⲃⲓ', 'ϣⲁⲃⲉ', 'ϣⲓⲃⲉ']","[' ""change""']"
ⳉⲣⲉ ,['1'],[],"['ⳉⲣⲉⲉ', 'ⳉⲣⲏⲟⲩ', 'ⳉⲣⲏⲩ', 'ⳉⲣⲏⲩⲉ', 'ⳉⲣⲏⲟⲩⲉ', 'ⳉⲣⲉ']","[' ""food""']"
ϩⲱⲣⲡ ,['5'],[],['ϩⲱⲣⲡ'],"[' ""doze, slumber""']"
"ϩⲱϫⲧ, ϩⲱϫϭ ",['5'],[],"['ϩⲁϫϭ', 'ϩⲱϫϭ', 'ϩⲱϫⲧ']","[' ""shut? be crowded?""']"
ϩⲁϩ ,['1'],[],['ϩⲁϩ'],"[' ""many""']"
ⲥⲱⲛⲧ ,['5'],[],"['ⲥⲁⲛⲧ', 'ⲥⲱⲛⲧ']","[' ""look""']"
ⲥⲱⲛⲧ ,['1'],[],['ⲥⲱⲛⲧ'],"[' ""custom""']"
ⲉⲓ̈ⲁ- ,['7'],[' (consequent)'],"['ⲉⲉⲓⲁ', 'ⲉⲉⲓⲉ', 'ⲉⲓⲉ', 'ⲉⲓⲁ', 'ⲉⲓ']",[]
ⲟⲩⲉⲓ̈ⲉ ,['5'],[],"['ⲟⲩⲏⲩ', 'ⲟⲩⲏⲟⲩ', 'ⲟⲩⲉⲉⲓⲉ', 'ⲟⲩⲉⲓⲉ']","[' ""be distant""']"
ϭⲁⲗⲉ ,['1'],[],"['ϭⲁⲗⲉⲉⲩⲉ', 'ϭⲁⲗⲉ', 'ϭⲁⲗⲉⲩⲉ']","[' ""lame""']"
ⲉⲓⲉⲧ⸗ ,['1'],[],"['~ⲉⲉⲧⲥ', '~ⲉⲉⲧⲟⲩ', 'ⲉⲓⲉⲣ', 'ⲓⲉⲧϥ', 'ⲓⲉⲧⲥ', 'ⲓⲉⲧⲛⲉ', 'ⲓⲉⲧⲕ', 'ⲓⲉⲧⲟⲩ', 'ⲓⲉⲧⲉ', 'ⲓⲉⲧ', '~ⲉⲧⲛⲉ', '~ⲉⲧⲉ', '~ⲉⲉⲧϥ', '~ⲉⲧϥ', '~ⲉⲧⲥ', '~ⲉⲧⲛ', '~ⲉⲉⲧⲕ', '~ⲉⲧⲕ', '~ⲉⲧⲟⲩ', 'ⲉⲓⲉⲧ', 'ⲉⲓⲉⲧⲟⲩ', 'ⲉⲓⲉⲧⲛⲉ', 'ⲉⲓⲉⲧⲥ', 'ⲉⲓⲉⲧϥ', 'ⲉⲓⲉⲧⲉ', 'ⲉⲓⲉⲧⲕ', '~ⲉⲧ']","[' ""eye""']"
ⳉⲓ ,['1'],[],"['ⳉⲏⲧⲟⲩ', 'ⳉⲏⲧⲛⲉ', 'ⳉⲏⲧⲥ', 'ⳉⲏⲧϥ', 'ⳉⲏⲧⲉ', 'ⳉⲏⲧⲕ', 'ⳉⲏⲧ', 'ⳉⲓ', 'ⳉⲉⲓ']","[' ""belly""']"
ϩⲟ ,['1'],[],"['ϩⲣⲉⲛ', 'ϩⲣⲏⲧⲛⲉ', 'ϩⲁⲛ', '~ⲱ', '~ⲟ', 'ϩⲣⲉ', 'ϩⲣⲉⲥ', 'ϩⲱ', 'ϩⲟ', 'ϩⲣⲉϥ', 'ϩⲣⲉⲕ', 'ϩⲣⲉⲓ', 'ϩⲣⲉⲩ']","[' ""face""']"
ϩⲱ ,['5'],[],"['~ⲱ', 'ϩⲱ']","[' ""suffice it""']"
ⳉⲓ ,['5'],[],"['ⳉⲓⲧ', 'ⳉⲓⲧⲉ', 'ⳉⲓⲧϥ', 'ⳉⲓⲧⲥ', 'ⳉⲓⲧⲟⲩ', 'ⳉⲓ', 'ⳉⲉⲓ']","[' ""measure""']"
ϥⲧⲁⲩ ,['1'],[],"['ϥⲧⲱⲉ', 'ⲉϥⲧⲉ', 'ϥⲧⲟⲉ', 'ϥⲧⲟⲩ', 'ϥⲧⲁⲩ']","[' ""four""']"
ⲥⲁⲩ ,['1'],[],"['ⲥⲟ', 'ⲉⲥⲉ', 'ⲥⲱⲉ', 'ⲥⲁⲩ']","[' ""six""']"
ⲥⲁⳉϥ ,['1'],[],"['ⲥⲁⳉⲃⲉ', 'ⲥⲁⳉϥⲉ', 'ⲥⲁⳉϥ']","[' ""seven""']"
ⳉⲙⲟⲩⲛ ,['1'],[],"['ⳉⲙⲟⲩⲛⲉ', 'ⳉⲙⲟⲩⲛ', 'ⲏ']","[' ""eight""']"
ⲯⲓⲥ ,['1'],[],"['ⲯⲓⲧⲉ', 'ⲯⲓⲥ', 'ⲑ']","[' ""nine""']"
ⲙⲏⲧ ,['1'],[],"['ⲓ', 'ⲙⲏⲧⲉ', 'ⲙⲏⲧ', 'ⲙⲛϯ', 'ⲙⲛⲧ']","[' ""ten""']"
ϫⲟⲩⲱⲧ ,['1'],[],"['ϫⲟⲩϯ', 'ϫⲟⲩⲧ', 'ϫⲟⲩⲱⲧⲉ', 'ϫⲟⲩⲱⲧ']","[' ""twenty""']"
