COPT_LEMMA,POS 1,POS 2,FORMS,SENSES
ⳉⲣⲟⲩⲟ ,['1'],[],"['ⳉⲣⲟⲩⲱ', 'ⳉⲣⲃⲟ', 'ⳉⲣⲟⲩⲟ']","[' ""boastful talk""']"
ⳉⲁⲧⲉ ,['5'],[],['ⳉⲁⲧⲉ'],"[' ""rub(?)"", ""agitate(?)""']"
ⳉⲉⲧⲃⲉ ,['1'],[],['ⳉⲉⲧⲃⲉ'],"[' ""burial""']"
ⳉⲁⲧⲃⲉⲥ ,['1'],[],"['ⳉⲁⲧⲃⲉⲥ', 'ⳉⲁⲧⲃⲥ']","[' ""slaughter""']"
ⳉⲁⲩ ,['1'],[],"['ⳉⲁⲩ', 'ϣⲟⲩ']","[' ""incense, perfume""']"
ⳉⲏⲟⲩⲉ ,['1'],[],"['ⳉⲏⲩⲉ', 'ⳉⲏⲟⲩⲉ']","[' ""altar""']"
ϫⲁⳉϫⳉ (*) ,['5'],[],"['ϫⳉϫⲱⳉϥ', 'ϫⳉϫⲱⳉⲧ', 'ϫⳉϫⲱⳉⲥ', 'ϫⳉϫⲱⳉⲟⲩ', 'ϫⲁⳉϫⳉ']","[' ""sprinkle""']"
ϫⲉϫ ,['1'],[],['ϫⲉϫ'],"[' ""sparrow""']"
ϭⲁⲗⲁϩⲧ ,['1'],[],['ϭⲁⲗⲁϩⲧ'],"[' ""pot""']"
ϭⲣⲏⲡⲉ ,['1'],[],['ϭⲣⲏⲡⲉ'],"[' ""diadem, sceptre""']"
ϭⲁⲩⲟⲩⲛⲉ ,['1'],[],"['ϭⲁⲟⲩⲛⲉ', 'ϭⲁⲩⲟⲩⲛⲉ', 'ϭⲁⲩⲛⲉ']","[' ""sack, hair-cloth""']"
ϭⲱϫⲉ ,['5'],[],['ϭⲱϫⲉ'],"[' ""cut""']"
ϫⲓⲧ ,['1'],[],['ϫⲓⲧ'],"[' ""land tortoise""']"
ⲁⲅⲱⲅⲏ,['31'],[],[],[]
ⲉⲥⲑⲏⲣ,['32'],[],['ⲁⲓⲥⲑⲏⲣ'],[]
ⲁⲓⲧⲓⲁ,['31'],[],[],[]
ⲁⲗⲗⲟⲫⲩⲗⲟⲥ,['34'],[],[],[]
ⲁⲛⲁⲥⲕⲉⲡⲧⲉⲥⲑⲁⲓ,['35'],[],[],[]
ⲁⲛⲁⲥⲧⲣⲉⲫⲉⲥⲑⲁⲓ,['35'],[],[],[]
ⲁⲛⲟⲙⲉⲓ,['35'],[],['ⲁⲛⲟⲙⲓ'],[]
ⲁⲡⲟⲗⲁⲩⲉ,['35'],[],[],[]
ⲁⲡⲟⲗⲁⲩⲥⲓⲥ,['31'],[],[],[]
ⲁⲣⲁⲃⲓⲁ,['33'],[],[],[]
ⲁⲩⲝⲁⲛⲉ,['35'],[],[],[]
ⲁⲡⲉⲗⲡⲓⲍⲉⲓⲛ ,['35'],[' (ⲁⲫⲉⲗⲡⲓⲍⲉ)'],['ⲁⲫⲉⲗⲡⲓⲍⲉ'],[]
ⲃⲁⲧⲟⲥ,['31'],[],[],[]
ⲓⲱⲥⲉⲇⲉⲕ,['32'],[],[],[]
ⲓⲱⲥⲓⲁⲥ,['32'],[],[],[]
ⲥⲟⲫⲟⲛⲓⲁⲥ,['32'],[],[],[]
ⲭⲣⲏⲥⲓⲙⲟⲥ,['34'],[],[],[]
ⲯⲁⲗⲙⲟⲥ,['31'],[],[],[]
ⲕⲁⲙⲉ ,['4'],[],['ⲕⲁⲙⲉ'],"[' ""black""']"
ϩⲁⲙⲧ ,['1'],[],"['ϩⲁⲙⲧ', 'ϩⲁⲙⲧ', 'ϩⲙⲁⲧ']","[' ""copper, bronze""']"
ⲉⲟⲩⲉⲛ ,['1'],[' (iterated)'],"['ⲉⲩⲉⲛ', 'ⲉⲟⲩⲉⲛ']",[]
ⲉⲡⲓⲃⲟⲩⲗⲉⲩⲉ,['35'],[],[],[]
ⲟⲃⲟⲗⲟⲥ ,['31'],[' (ϩⲟⲃⲟⲗⲟⲥ)'],['ϩⲟⲃⲟⲗⲟⲥ'],[]
ϫⲁⲁϫⲉ ,['5'],[],['ϫⲁⲁϫⲉ'],"[' ""clap (hands)""']"
ⲟⲩⲇⲉ] ,['39'],[' (adverbial)'],['ⲟⲩⲇⲉ'],[]
ⲧⲁⲙⲓⲟ ,['5'],[],"['ⲧⲁⲙⲓⲟ', 'ⲧⲁⲙⲓⲁ']","[' ""make, create""']"
ⲃⲉⲃⲉ ,['5'],[],['ⲃⲉⲃⲉ'],"[' ""pour forth, bubble out""']"
ⲉⲡⲓⲕⲁⲗⲉⲓ,['35'],[],['ⲉⲡⲓⲕⲁⲗⲓ'],[]
ⲕⲁⲧⲏⲅⲟⲣⲉⲓ,['35'],[],['ⲕⲁⲧⲏⲅⲟⲣⲓ'],[]
ⳉⲁⲉⲓⲃⲉ ,['1'],[],"['ⳉⲁⲓⲃⲉ', 'ⳉⲁⲉⲓⲃⲉ']","[' ""shadow""']"
ⲁⲣⲙⲟⲍⲉⲓⲛ ,['35'],[' (ϩⲁⲣⲙⲟⲍⲉ)'],['ϩⲁⲣⲙⲟⲍⲉ'],[]
ⲉⲧⲁⲓⲣⲁ ,['31'],[' (ϩⲉⲧⲁⲓⲣⲁ)'],['ϩⲉⲧⲁⲓⲣⲁ'],[]
ⲉⲅⲕⲁⲗⲉⲓ,['35'],[],['ⲉⲛⲕⲁⲗⲉⲓ'],[]
ⲙⲁⲥⲧⲓⲝ ,['31'],[' (ⲙⲁⲥⲧⲓⲅⲝ)'],['ⲙⲁⲥⲧⲓⲅⲝ'],[]
ⲁⲣⲓⲕⲉ ,['1'],[],['ⲁⲣⲓⲕⲉ'],"[' ""blame""']"
ⲙⲏⲥⲉ ,['1'],[],['ⲙⲏⲥⲉ'],"[' ""usury, interest""']"
ⲙⲏⲥⲉ (*) ,['1'],[],['ⲙⲏⲥⲉ'],"[' ""one with child""']"
ⲙⲟⲩⲉⲓ ,['1'],[],"['ⲙⲟⲩⲓ', 'ⲙⲟⲩⲉⲓ']","[' ""lion""']"
ⲛⲟⲩⳉⲧ ,['5'],[],['ⲛⲟⲩⳉⲧ'],"[' ""make heavy, hard""']"
ⲙⲁⲕϩⲥ ,['1'],[],"['ⲙⲁⲭϩⲥ', 'ⲙⲁⲕϩⲥ']","[' ""pain""']"
ⲡⲁⲣⲣⲏⲥⲓⲁⲍⲉⲥⲑⲁⲓ ,['35'],[' (ⲡⲁⲣϩⲏⲥⲓⲁⲍⲉ)'],"['ⲡⲁⲣⲣⲏⲥⲓⲁⲍⲉ', 'ⲡⲁⲣϩⲏⲥⲓⲁⲍⲉ']",[]
ⲁⲉⲓⲡⲉ ,['1'],[],"['ⲁⲓⲡⲉ', 'ⲁⲉⲓⲡⲉ']","[' ""ephah""']"
ⲕⲁⲧ ,['1'],[],['ⲕⲁⲧ'],"[' ""wheel""']"
ⲕⲁⲓ ⲅⲁⲣ,['37'],[],['ⲕⲁⲓⲅⲁⲣ'],[]
ⲗⲟⲓⲙⲟⲥ,['34'],[],[],[]
ⲱⲥ ,['37'],[' (ϩⲱⲥ) (+ circ./adv.)'],"['ⲱⲥ', 'ϩⲱⲥ']",[]
ⲱⲥ ,['37'],[' (ϩⲱⲥ) (+ naked clause)'],"['ⲱⲥ', 'ϩⲱⲥ']",[]
ⲱⲥ (ϩⲱⲥ) + (ⲉⲓⳉ)ϫⲉ ,['37'],[],"['ⲱⲥ', 'ϩⲱⲥ']","[' ""as if""']"
ⲁⲣⲁⲩ ,['1'],[],['ⲁⲣⲁⲩ'],"[' ""burr, thistle""']"
ⲏⲇⲟⲛⲏ ,['31'],[' (ϩⲏⲇⲟⲛⲏ)'],"['~ⲏⲇⲟⲛⲏ', 'ⲏⲇⲟⲛⲏ', 'ϩⲏⲇⲟⲛⲏ']",[]
ⲁⲥⲑⲉⲛⲏⲥ,['34'],[],[],[]
ⲥⲱⲡ (*) ,['5'],[],"['ⲥⲱⲡ', 'ⲥⲁⲡ']","[' ""dip, soak""']"
ⳉⲟ ,['1'],[],"['ⳉⲱ', 'ⳉⲟ']","[' ""thousand""']"
ϭⲓⲛ- ,['12'],[' (verbal abstract)'],"['ϭⲓⲛ', 'ϭⲛ']",[]
ⲥⲁϩⲙⲉⲥ ,['1'],[],['ⲥⲁϩⲙⲉⲥ'],"[' ""pestle""']"
ϫⲟⲩ ,['1'],[],['ϫⲟⲩ'],"[' ""cup""']"
ⲥⲱϩⲙⲉ (*) ,['5'],[],"['ⲥⲱϩⲙⲉ', 'ⲥⲁϩⲙⲉⲥ']","[' ""press down""']"
ⲥⲩⲙⲃⲟⲗⲏ,['31'],[],['ⲥⲩⲛⲃⲟⲗⲏ'],[]
ⲡⲟⲣⲛⲟⲕⲟⲡⲟⲥ,['31'],[],[],[]
ⲡⲓⲑⲟⲥ,['31'],[],[],[]
ⲗⲉⲥⲭⲏ,['31'],[],[],[]
ⲫⲓⲁⲗⲏ,['31'],[],[],[]
ⲑⲁⲗⲁⲥⲥⲁ,['31'],[],"['~ⲁⲗⲗⲁⲥⲥⲁ', '~ⲁⲗⲁⲥⲥⲁ']",[]
ϫⲁⲕ ,['1'],[],['ϫⲁⲕ'],"[' ""hair""']"
ⲁⳉⲱⲙ ,['1'],[],['ⲁⳉⲱⲙ'],"[' ""eagle""']"
ⲕⲁⲃⲁⲗ ,['5'],[],['ⲕⲁⲃⲁⲗ'],"[' ""vomit""']"
ⲙⲉⲧⲟⲩ ,['1'],[],['ⲙⲉⲧⲟⲩ'],"[' ""poison""']"
ϭⲟⲩⲟⲩⲙⲉ ,['5'],[],"['ϭⲁⲁⲙⲉ', 'ϭⲁⲙⲉ', 'ϭⲟⲩⲟⲩⲙⲉ']","[' ""twist, pervert""']"
ϫⲡⲓ- (*) ,['5'],[],"['ϫⲡⲓ', 'ϫⲓⲡ']","[' ""must""']"
ⲁⲗⲟⲩ ,['1'],[],['ⲁⲗⲟⲩ'],"[' ""youth""']"
ⲛⲉⲉϥ ,['1'],[],"['~ⲉϥ', 'ⲛⲉⲉϥ', 'ⲛⲉϥ']","[' ""sailor""']"
ⲁⲡⲁⲧⲁ,['35'],[],[],[]
ⲧⲓⲙⲱⲣⲓⲁ,['31'],[],[],[]
ⲥⲗⲁⲁⲧⲉ ,['5'],[],['ⲥⲗⲁⲁⲧⲉ'],"[' ""stumble""']"
ϩⲏⲙⲉ ,['1'],[],"['ϩⲏⲙⲉ', 'ϩⲙⲙⲉ']","[' ""fare, freight""']"
ϩⲙⲙⲉ (*) ,['1'],[],['ϩⲙⲙⲉ'],"[' ""heat, fever""']"
ⲡⲓⲥⲉ ,['5'],[],"['ⲡⲉⲥⲧϥ', 'ⲡⲉⲥⲧⲥ', 'ⲡⲉⲥⲧⲟⲩ', 'ⲡⲓⲥⲉ', 'ⲡⲓⲥ', 'ⲡⲁⲥⲉ']","[' ""boil, cook""']"
ⲇⲣⲟⲙⲉⲩⲥ,['31'],[],[],[]
ⲧⲁⲣⲧⲁⲣⲟⲥ,['31'],[],[],[]
ⲡⲉⲧⲣⲁ,['31'],[],[],[]
ⲉⲗⲁⲭⲓⲥⲧⲟⲥ,['34'],[],['ⲉⲗⲁⲭⲓⲥⲧⲟⲛ'],[]
ⲁⲃⲱⲕ (*) ,['1'],[],"['ⲁⲃⲱⲕ', 'ⲁⲃⲁⲕⲉ']","[' ""crow, raven""']"
ⲉⲣⲱⲧⲉ ,['1'],[],['ⲉⲣⲱⲧⲉ'],"[' ""milk""']"
ⲛⲟⲩϣⲡ ,['5'],[],"['ⲛⲁϣⲡϥ', 'ⲛⲁϣⲡⲥ', 'ⲛⲁϣⲡⲟⲩ', 'ⲛⲟⲩϣⲡ']","[' ""frighten""']"
ⲥϫⲉ ,['1'],[],"['ϣϫⲉ', 'ⲥϫⲉ']","[' ""locust""']"
ϣⲁⲕϣⲕ (*) ,['5'],[],"['ϣⲉⲕϣⲱⲕϥ', 'ϣⲉⲕϣⲱⲕⲥ', 'ϣⲉⲕϣⲱⲕⲟⲩ', 'ϣⲁⲕϣⲕ']","[' ""cut out""']"
ϩⲁⲕⲗϥ ,['1'],[],['ϩⲁⲕⲗϥ'],"[' ""eft""']"
ϩⲱⲧ (in ⲣϩⲱⲧ ,['1'],[],['ϩⲱⲧ'],"[' ""sail""']"
ϭⲓⲉ ,['1'],[],['ϭⲓⲉ'],"[' ""he-goat""']"
ⲉⲩⲭⲏ,['31'],[],[],[]
ⲇⲓⲁⲕⲣⲓⲛⲉ,['35'],[],[],[]
ⲃⲇⲉⲗⲗⲁ,['31'],[],['ⲃⲇⲉⲗⲗⲏ'],[]
ⲭⲟⲓⲣⲟⲅⲣⲩⲗⲗⲓⲟⲛ ,['31'],[' (ⲭⲟⲓⲣⲟⲅⲩⲗⲓⲟⲛ)'],"['ⲭⲟⲓⲣⲟⲅⲩⲗⲓⲟⲛ', 'ⲭⲟⲓⲣⲟⲅⲣⲩⲗⲗⲓⲟⲛ']",[]
rectus with pronomen abundans,['13'],[],"['ⲉⲧⲉϥ', '~ⲧϥⲛⲁ', '~ⲧⲉⲧⲛⲛⲁ', '~ⲧⲉⲧⲛⲁ', '~ⲧⲥⲛⲁ', '~ⲧⲛⲛⲁ', '~ⲧⲟⲩⲛⲁ', '~ϯⲛⲁ', '~ⲧⲉⲛⲁ', '~ⲧⲕⲛⲁ', 'ⲉⲧϥⲛⲁ', 'ⲉⲧⲥⲛⲁ', 'ⲉⲧⲉⲛⲁ', 'ⲉⲧⲉⲧⲛⲛⲁ', 'ⲉⲧⲛⲛⲁ', 'ⲉⲧⲕⲛⲁ', 'ⲉⲧⲟⲩⲛⲁ', 'ⲉϯⲛⲁ', 'ⲉⲧⲉⲧⲛⲁ', 'ⲉⲧⲛ', 'ⲉⲧⲕ', '~ⲧϥ', '~ⲧⲥ', '~ⲧⲟⲩ', 'ⲉⲧⲉⲧⲛ', 'ⲉⲧϥ', 'ⲉⲧⲥ', 'ⲉⲧⲟⲩ', 'ⲉⲧⲉ', 'ⲉϯ']",[]
ⲥⲁⲣⲇⲓⲟⲛ,['31'],[],[],[]
ⲡⲁⲣⲟⲛⲟⲙⲟⲥ,['31'],[],[],[]
ⲓⲟⲩⲇⲁⲓⲁ,['33'],[],['~ⲟⲩⲇⲁⲓⲁ'],[]
ϫⲙⲡⲏϩ ,['1'],[],"['ϫⲙⲡⲏϩ', 'ϫⲛⲡⲏϩ']","[' ""apple""']"
ⳉⲱⲧⲙⲉ ,['1'],[],['ⳉⲱⲧⲙⲉ'],"[' ""chain, anchorage""']"
ⳉⲱⲧⲙⲉ (*) ,['5'],[],['ⳉⲱⲧⲙⲉ'],"[' ""shut""']"
ⲁⲕⲓⲥ ,['31'],[' (ⲁϭⲓⲥ)'],"['ⲁϭⲓⲥ', 'ⲁⲕⲓⲥ']",[]
ⲕⲱⲣϣ ,['5'],[],"['ⲕⲁⲣϣϥ', 'ⲕⲱⲣϣ']","[' ""persuade, cajole""']"
ⲕⲁⲣϣϥ ,['1'],[],['ⲕⲁⲣϣϥ'],"[' ""flatterer""']"
ⲥⲫⲉⲛⲇⲟⲛⲏ,['31'],[],[],[]
ⲉⲥⲭⲁⲣⲁ,['31'],[],[],[]
ⲃⲗϫⲉ ,['1'],[],['ⲃⲗϫⲉ'],"[' ""pottery""']"
ⲡⲟⲛⲏⲣⲓⲁ,['31'],[],[],[]
ⲕⲟⲩⲣ ,['1'],[],['ⲕⲟⲩⲣ'],"[' ""pivot, hinge""']"
ⲡⲱⲗϩ ,['5'],[],['ⲡⲱⲗϩ'],"[' ""wound, offend""']"
ϣⲟⲩϩⲏⲛⲉ ,['1'],[],['ϣⲟⲩϩⲏⲛⲉ'],"[' ""incense""']"
ⲙⲏϩⲉ ,['1'],[],['ⲙⲏϩⲉ'],"[' ""nest""']"
ⲙⲏϩⲉ (*) ,['1'],[],['ⲙⲏϩⲉ'],"[' ""feather""']"
ⲃⲁⲛⲓⲡⲉ ,['1'],[],['ⲃⲁⲛⲓⲡⲉ'],"[' ""iron""']"
ϫⲱⲣ ,['5'],[],"['ϫⲏⲣ', 'ϫⲱⲣ']","[' ""sharpen, whet""']"
ϫⲟⲩⲟⲩⲕⲉ (*) ,['5'],[],"['ϫⲁⲁⲕⲟⲩ', 'ϫⲟⲩⲟⲩⲕⲉ', 'ϫⲁⲕϥ', 'ϫⲁⲕⲥ', 'ϫⲁⲕⲟⲩ']","[' ""prick, goad""']"
ϫⲁⲕϥ ,['1'],[],['ϫⲁⲕϥ'],"[' ""goad""']"
ⲇⲟⲕⲓⲙⲏ,['31'],[],[],[]
ⲟⲩⲁⲧⲟⲩⲉⲧ ,['5'],[],"['ⲟⲩⲉⲧⲟⲩⲱⲧ', 'ⲟⲩⲁⲧⲟⲩⲉⲧ']","[' ""be green, pallid""']"
ⳉⲱⲣ ,['5'],[' (*) (unknown verb)'],"['ⳉⲱⲣ', 'ⳉⲁⲣ']",[]
ⲇⲓⲕⲁⲓⲱⲥ,['39'],[],[],[]
ⲉⲓⲕⲏ,['39'],[],[],[]
ⳉⲏⲙ] ⳉⲏⲙ iterated,['1'],[],['ⳉⲏⲙ'],[]
ⲥⲡⲁⲧⲁⲗⲁ,['35'],[],[],[]
ⳉⲱⲣⲡ ,['1'],[],"['ⳉⲟⲣⲡ', 'ⲛⳉⲱⲣⲡ', 'ⳉⲱⲣⲡ']","[' ""early morning""']"
ⳉⲱⲣⲡ ,['5'],[],"['ⳉⲁⲣⲡϥ', 'ⳉⲁⲣⲡⲥ', 'ⳉⲁⲣⲡⲕ', 'ⳉⲁⲣⲡⲟⲩ', 'ⳉⲱⲣⲡ', 'ⳉⲁⲣⲡ']","[' ""get up early""']"
ϩⲓⲟⲙⲉ ,['1'],[],['ϩⲓⲟⲙⲉ'],"[' ""palm, hollow (of hand)""']"
ⲗⲃⲉⲓ̈ ,['1'],[],['ⲗⲃⲉⲓ'],"[' ""spindle""']"
ϣⲛⲥ ,['1'],[],['ϣⲛⲥ'],"[' ""(fine) linen""']"
ϫⲏϭⲉ ,['1'],[],['ϫⲏϭⲉ'],"[' ""purple (dye)""']"
ⲡⲉⲣⲓⲍⲱⲙⲁ,['31'],[],[],[]
ⲥⲓⲛⲇⲱⲛ,['31'],[],[],[]
ⲫⲟⲓⲛⲓⲝ ,['31'],[' (colour)'],['ⲫⲟⲓⲛⲓⲝ'],[]
ⲫⲟⲓⲛⲓⲝ ,['31'],"[' (palm, fruit)']",['ⲫⲟⲓⲛⲓⲝ'],[]
ⲫⲟⲓⲛⲓⲝ ,['31'],[' (bird)'],['ⲫⲟⲓⲛⲓⲝ'],[]
ⲫⲟⲓⲛⲓⲝ ,['33'],[],['ⲫⲟⲓⲛⲓⲝ'],"[' ""Phoenician""']"
ⲓⲱⲏⲗ,['32'],[],[],[]
ⲃⲁⲑⲟⲩⲏⲗ,['32'],[],[],[]
ⲕⲁⲙⲡⲏ,['31'],[],['ⲕⲁⲙⲃⲏ'],[]
ⲃⲣⲟⲩⲭⲟⲥ,['31'],[],['ⲃⲃⲣⲟⲩⲭⲟⲥ'],[]
ⳉⳉⲧⲱⲣϣ ,['1'],[],['ⳉⳉⲧⲱⲣϣ'],"[' ""rust, red blight""']"
ⲛⲏⲫⲉ,['35'],[],[],[]
ⲃⲁϩⲥⲉ ,['1'],[],"['ⲃⲁⲥϩⲉ', 'ⲃⲁϩⲥⲉ']","[' ""heifer""']"
ⲥⲕⲓⲣⲧⲁⲛ ,['35'],[' (ⲥⲕⲓⲣⲧⲁⲛⲉ)'],['ⲥⲕⲓⲣⲧⲁⲛⲉ'],[]
ⲗⲓⲗⲱⲓ̈ ,['1'],[],"['ⲗⲟⲩⲗⲱⲓ', 'ⲗⲓⲗⲱⲓ']","[' ""shout""']"
ⲗⲉϩⲙⲉⲛ ,['1'],[],['ⲗⲉϩⲙⲉⲛ'],"[' ""pomegranate""']"
ⲟⲩⲁⲓⲉ ,['1'],[],"['ⲟⲩⲁⲉⲓⲉ', 'ⲟⲩⲁⲓⲉ']","[' ""husbandman, peasant""']"
ⳉⲓ] ⲁⳉⲏⲧ⸗ ,['8'],"[' (in ⲟⲩⲱϭⲡ ~, ⳉⲱϣϥ ~)']","['ⲁⳉⲏⲧϥ', 'ⲁⳉⲏⲧⲥ', 'ⲁⳉⲏⲧⲟⲩ']",[]
ϩⲣⲱⲧ ,['1'],[],"['ϩⲣⲟⲧ', 'ϩⲣⲱⲧ']","[' ""wine-press, vat""']"
ⲉⲓⲱⲧ ,['1'],[],"['ⲓⲱⲧ', 'ⲉⲓⲱⲧ']","[' ""barley""']"
ⲭⲁⲥⲉⲗⲉⲩ ,['32'],[' (Hb name of 9th month)'],['ⲭⲁⲥⲉⲗⲉⲩ'],[]
ⲃⲁⲓⲑⲏⲗ,['33'],[],[],[]
ⲥⲁⲣⲁⲥⲁⲣ,['32'],[],[],[]
ⲁⲣⲃⲉⲥⲉⲉⲣ,['32'],[],['ⲁⲃⲉⲥⲉⲉⲣ'],[]
ⲟⲣⲉⲓⲛⲏ,['31'],[],['ⲟⲣⲓⲛⲏ'],[]
ⲟⲣⲉⲓⲛⲟⲥ,['34'],[],['ⲟⲣⲓⲛⲏ'],[]
ⲡⲉⲇⲓⲛⲟⲥ,['34'],[],['ⲡⲉⲇⲓⲛⲏ'],[]
ⲡⲣⲟⲥⲏⲗⲩⲧⲟⲥ,['31'],[],[],[]
ⲓⲕⲁⲛⲟⲥ ,['34'],[' (ϩⲓⲕⲁⲛⲟⲥ)'],"['ϩⲓⲕⲁⲛⲟⲥ', 'ϩⲓⲕⲁⲛⲟⲛ']",[]
ⲓⲡⲡⲉⲩⲥ ,['31'],[' (ϩⲓⲡⲡⲉⲩⲥ)'],"['ϩⲓⲡⲡⲉϥ', 'ϩⲓⲡⲡⲉⲩⲥ', 'ⲓⲡⲡⲉⲩⲥ']",[]
ⲕⲟⲓⲧⲱⲛ,['31'],[],[],[]
ⲕⲣⲏⲡⲓⲥ,['31'],[],[],[]
ⲡⲁⲣⲁⲇⲉⲓⲥⲟⲥ,['31'],[],[],[]
ⲥⲁⲗⲡⲓⲅⲝ,['31'],[],[],[]
ⲥⲁⲗⲡⲓⲍⲉ,['35'],[],[],[]
ⲉⲃⲉⲓ ,['1'],[],"['ⲉⲃⲓ', 'ⲉⲃⲉⲓ']","[' ""darkening, eclipse""']"
ϭⲁⲥⲙⲉ ,['1'],[],['ϭⲁⲥⲙⲉ'],"[' ""tempest""']"
ⲕⲁⲓ̈ⲁⲕ ,['1'],[' (name of 4th month)'],['ⲕⲁⲓⲁⲕ'],[]
ⲉⲣⲏⲙⲟⲥ,['31'],[],[],[]
ⲉⲩⲁⲅⲅⲉⲗⲓⲍⲉ,['35'],[],[],[]
ⲟⲣⲁⲥⲓⲥ ,['31'],[' (ϩⲟⲣⲁⲥⲓⲥ)'],"['ⲟⲣⲁⲥⲓⲥ', '~ⲟⲣⲁⲥⲓⲥ', 'ϩⲟⲣⲁⲥⲓⲥ']",[]
ⲧⲡⲉ ,['1'],[],"['ⲛⲧⲡⲉ', 'ⲁⲧⲡⲉ', 'ⲧⲡⲉ']","[' ""upper part""']"
ⲡⲟⲩⲣⲉ ,['5'],[],['ⲡⲟⲩⲣⲉ'],"[' ""dream""']"
ⲣⲉⲥⲟⲩ ,['1'],[],['ⲣⲉⲥⲟⲩ'],"[' ""dream""']"
ⳉⲛⲁϣ ,['5'],[],['ⳉⲛⲁϣ'],"[' ""stink""']"
ⳉⲱⲡⲉ (impers.) ,['5'],[],['ⳉⲱⲡⲉ'],"[' ""happen that""']"
ⳉⲱⲡⲉ ,['5'],[' (aux of coni. periphr.)'],['ⳉⲱⲡⲉ'],[]
ϩⲟⲩⲟ] ⲣϩⲟⲩⲟ- ,['5'],[' (preverbal)'],['ⲣϩⲟⲩⲟ'],[]
ⲓⲱⲛⲁⲥ,['32'],[],[],[]
ⲁⲙⲁⲑⲓ,['33'],[],['ⲁⲙⲁⲑⲉⲓ'],[]
ⲛⲓⲛⲉⲩⲏ,['33'],[],[],[]
ⲑⲁⲣⲥⲓⲥ,['33'],[],[],[]
ⲓⲟⲡⲡⲏ,['33'],[],['ⲓⲟⲡⲡⲉ'],[]
ⲥϭⲏⲣ ,['5'],[],['ⲥϭⲏⲣ'],"[' ""sail""']"
ⲥⲕⲉⲩⲏ ,['31'],[],['ⲥⲕⲉⲩⲏ'],"[' ""tackling (of ship)""']"
ⲟⲩⲉⲛⲧ ,['1'],[],"['ⲟⲩⲉⲛⲧⲉ', 'ⲟⲩⲉⲛⲧ']","[' ""deep, hollow place""']"
ⲉⲡⲉⲓ(ⲇⲏ),['37'],[],"['ⲉⲡⲓⲇⲏ', 'ⲉⲡⲓ', 'ⲉⲡⲉⲓ', 'ⲉⲡⲉⲓⲇⲏ']",[]
ⲉⲡⲓ ,['38'],[' (prep.)'],"['ⲉⲡⲓ', 'ⲉⲡⲉⲓ']",[]
ⲁ(ⲡⲁ)ⲧⲟⲟⲧ⸗ (in ⲣ~ ,['8'],[],"['ⲁⲡⲁⲧⲟⲟⲧϥ', 'ⲁⲡⲁⲧⲟⲟⲧⲥ', 'ⲁⲡⲁⲧⲟⲟⲧⲛⲉ', 'ⲁⲡⲁⲧⲟⲟⲧⲟⲩ', 'ⲛⲁⲧⲟⲟⲧϥ', 'ⲛⲁⲧⲟⲟⲧⲥ', 'ⲛⲁⲧⲟⲟⲧⲟⲩ', 'ⲁⲧⲱⲱⲧⲛⲉ', 'ⲁⲧⲟⲟⲧϥ', 'ⲁⲧⲟⲟⲧⲟⲩ', 'ⲁⲧⲟⲟⲧⲥ', 'ⲁⲧⲟⲟⲧⲛⲉ', 'ⲁⲧⲟⲟⲧⲕ', 'ⲁⲧⲟⲟⲧⲉ', 'ⲁⲧⲟⲟⲧ']","[' ""endeavour""']"
ⳉⲣⳉⲣⲉ ,['5'],[],['ⳉⲣⳉⲣⲉ'],"[' ""snore""']"
ϩⲁⲉ ,['5'],[' (hapax? nonce? Jon 1:14)'],['ϩⲁⲉ'],[]
ⲕⲏⲧⲟⲥ,['31'],[],[],[]
ⲉⲝⲟⲙⲟⲗⲟⲅⲏⲥⲓⲥ,['31'],[],['ⲉⲝⲟⲙⲟⲗⲟⲅⲏⲥⲉⲓⲥ'],[]
ⲙⲟⲭⲗⲟⲥ,['31'],[],[],[]
ⲕⲏⲣⲩⲅⲙⲁ,['31'],[],[],[]
ⲥⲧⲟⲗⲏ,['31'],[],[],[]
ⲙⲉⲅⲓⲥⲧⲁⲛⲟⲥ,['31'],[],[],[]
ⲉϭⲗⲁϭ ,['1'],[],"['ⲉϭⲁⲗϭ', 'ⲉϭⲗⲁϭ', 'ϭⲗⲁϭ']","[' ""gourd""']"
ϣⲁⲣⲃⲁ ,['1'],[],"['ϣⲣⲃⲁ', 'ϣⲁⲣⲃⲁ']","[' ""scorching heat""']"
ⲗⲁⲃⲁⲓ̈ ,['1'],[],['ⲗⲁⲃⲁⲓ'],"[' ""lioness""']"
ⲁⲟⲩ ,['14'],[],['ⲁⲟⲩ'],"[' ""o ...!""']"
ϫⲱⲛⲧ (ⲁ-) ,['5'],[],"['ⳉⲱⲛⲧ', 'ϫⲱⲛⲧ']","[' ""begin, try (to)""']"
ⲁⲙⲙⲱⲛ,['32'],[],['ϩⲁⲙⲙⲱⲛ'],[]
ⲁⲥⲥⲩⲣⲓⲟⲥ,['33'],[],[],[]
ⲗⲓⲃⲩⲏ,['33'],[],[],[]
ⲛⲁⲟⲩⲙ,['32'],[],[],[]
ⲡⲁⲣⲁⲇⲉⲓⲅⲙⲁ,['31'],[],['ⲡⲁⲣⲁⲇⲓⲅⲙⲁ'],[]
ⲧⲣⲟⲭⲟⲥ,['31'],[],[],[]
